gene_id	gene_name	CD4	CD8
ENSG00000136826	KLF4	139	296
ENSG00000230030	AL353742.1	0	0
ENSG00000231678	AL358779.1	0	0
ENSG00000148156	ACTL7B	0	1
ENSG00000187003	ACTL7A	0	0
ENSG00000070061	ELP1	232	397
ENSG00000119328	FAM206A	128	185
ENSG00000119326	CTNNAL1	125	280
ENSG00000106771	TMEM245	1196	980
ENSG00000260230	FRRS1L	12	12
ENSG00000095203	EPB41L4B	0	2
ENSG00000070159	PTPN3	1	11
ENSG00000243444	PALM2	0	0
ENSG00000232939	AL158829.1	0	0
ENSG00000157654	PALM2-AKAP2	0	0
ENSG00000241978	AKAP2	13	36
ENSG00000188959	C9orf152	0	0
ENSG00000136810	TXN	4592	9130
ENSG00000204193	TXNDC8	0	0
ENSG00000165124	SVEP1	0	0
ENSG00000232896	AL592463.1	0	0
ENSG00000030304	MUSK	0	0
ENSG00000198121	LPAR1	0	0
ENSG00000227531	AL162414.1	0	0
ENSG00000171133	OR2K2	0	0
ENSG00000136813	ECPAS	552	977
ENSG00000173258	ZNF483	417	221
ENSG00000106853	PTGR1	31	19
ENSG00000224644	AL135787.1	2	3
ENSG00000059769	DNAJC25	193	296
ENSG00000244115	DNAJC25-GNG10	7	8
ENSG00000242616	GNG10	37	70
ENSG00000165181	C9orf84	3	1
ENSG00000148154	UGCG	1163	1061
ENSG00000106868	SUSD1	174	1146
ENSG00000119314	PTBP3	2211	3784
ENSG00000119471	HSDL2	315	443
ENSG00000230185	C9orf147	8	3
ENSG00000165185	KIAA1958	80	68
ENSG00000148153	INIP	623	1046
ENSG00000226609	AL390067.1	1	6
ENSG00000148158	SNX30	206	329
ENSG00000119457	SLC46A2	10	18
ENSG00000271631	AL139041.1	2	3
ENSG00000285447	ZNF883	42	43
ENSG00000136866	ZFP37	56	104
ENSG00000225684	FAM225B	0	1
ENSG00000231528	FAM225A	3	5
ENSG00000136867	SLC31A2	247	370
ENSG00000119321	FKBP15	376	809
ENSG00000136868	SLC31A1	172	342
ENSG00000176386	CDC26	1777	3179
ENSG00000136875	PRPF4	625	910
ENSG00000165188	RNF183	1	2
ENSG00000148225	WDR31	17	27
ENSG00000119411	BSPRY	12	53
ENSG00000119431	HDHD3	455	599
ENSG00000148218	ALAD	265	385
ENSG00000148229	POLE3	1975	2828
ENSG00000157653	C9orf43	11	15
ENSG00000138835	RGS3	163	1211
ENSG00000237073	AL162727.2	0	0
ENSG00000233817	AL162727.1	0	0
ENSG00000227482	AL157702.2	0	0
ENSG00000157657	ZNF618	32	44
ENSG00000106927	AMBP	0	0
ENSG00000136883	KIF12	0	0
ENSG00000196739	COL27A1	6	8
ENSG00000229314	ORM1	1	5
ENSG00000228278	ORM2	0	0
ENSG00000106948	AKNA	3592	11183
ENSG00000235119	AL138895.1	22	82
ENSG00000095397	WHRN	320	969
ENSG00000136888	ATP6V1G1	10050	13779
ENSG00000157693	TMEM268	160	336
ENSG00000230054	TEX53	0	0
ENSG00000230601	TEX48	4	6
ENSG00000181634	TNFSF15	4	3
ENSG00000106952	TNFSF8	992	337
ENSG00000041982	TNC	5	4
ENSG00000236461	AL162425.1	0	0
ENSG00000173077	DEC1	1	1
ENSG00000234692	AL355601.1	0	0
ENSG00000228714	AL691420.1	0	0
ENSG00000204148	LINC00474	0	0
ENSG00000228707	AL691426.1	0	0
ENSG00000182752	PAPPA	22	18
ENSG00000226604	PAPPA-AS2	0	0
ENSG00000244757	AL137024.1	0	0
ENSG00000256040	PAPPA-AS1	2	6
ENSG00000148219	ASTN2	36	61
ENSG00000229105	ASTN2-AS1	0	0
ENSG00000230894	AL133284.1	0	0
ENSG00000119401	TRIM32	151	215
ENSG00000233516	AL445644.1	0	0
ENSG00000233569	AL161630.1	0	0
ENSG00000285082	AL160272.2	0	0
ENSG00000136869	TLR4	67	155
ENSG00000284977	AL160272.1	2	9
ENSG00000231901	AL354754.1	0	0
ENSG00000225050	AL355592.1	0	0
ENSG00000235201	LINC02578	0	0
ENSG00000078725	BRINP1	0	0
ENSG00000260970	AC006288.1	0	0
ENSG00000261432	LINC01613	0	0
ENSG00000225960	AL441989.1	0	0
ENSG00000136861	CDK5RAP2	790	1488
ENSG00000106780	MEGF9	389	865
ENSG00000119402	FBXW2	869	1741
ENSG00000214654	B3GNT10	14	26
ENSG00000095261	PSMD5	512	779
ENSG00000119403	PHF19	954	1417
ENSG00000056558	TRAF1	1270	1045
ENSG00000106804	C5	34	27
ENSG00000119397	CNTRL	1975	2660
ENSG00000119396	RAB14	2780	4256
ENSG00000148180	GSN	237	474
ENSG00000239593	AL513122.2	0	0
ENSG00000235865	GSN-AS1	2	11
ENSG00000148175	STOM	1489	4554
ENSG00000227355	AL359644.1	28	30
ENSG00000136848	DAB2IP	5	28
ENSG00000229854	AL357936.1	0	0
ENSG00000175764	TTLL11	25	44
ENSG00000237548	TTLL11-IT1	0	1
ENSG00000119421	NDUFA8	917	1791
ENSG00000185681	MORN5	0	0
ENSG00000106852	LHX6	0	0
ENSG00000119446	RBM18	573	1468
ENSG00000148187	MRRF	353	408
ENSG00000095303	PTGS1	203	199
ENSG00000233616	AL359636.3	0	0
ENSG00000229245	AL359636.1	15	0
ENSG00000231465	AL359636.2	0	0
ENSG00000136834	OR1J1	0	0
ENSG00000197233	OR1J2	0	0
ENSG00000239590	OR1J4	0	0
ENSG00000171505	OR1N1	0	0
ENSG00000171501	OR1N2	1	0
ENSG00000171496	OR1L8	1	0
ENSG00000234156	AL162254.1	0	0
ENSG00000165202	OR1Q1	0	0
ENSG00000280094	OR1B1	0	0
ENSG00000173679	OR1L1	0	0
ENSG00000171481	OR1L3	0	0
ENSG00000136939	OR1L4	0	0
ENSG00000171459	OR1L6	0	0
ENSG00000148215	OR5C1	0	0
ENSG00000136940	PDCL	828	1072
ENSG00000165204	OR1K1	0	0
ENSG00000056586	RC3H2	1820	2823
ENSG00000186130	ZBTB6	227	298
ENSG00000171448	ZBTB26	117	212
ENSG00000011454	RABGAP1	715	1082
ENSG00000188394	GPR21	0	0
ENSG00000165209	STRBP	591	350
ENSG00000148204	CRB2	3	9
ENSG00000119522	DENND1A	262	477
ENSG00000237336	AL445489.1	0	0
ENSG00000230826	AL390774.2	0	0
ENSG00000106689	LHX2	0	0
ENSG00000236668	AC006450.3	0	0
ENSG00000234921	AC006450.2	0	0
ENSG00000119408	NEK6	171	262
ENSG00000235204	AL162724.2	0	0
ENSG00000136930	PSMB7	2362	4262
ENSG00000180264	ADGRD2	2	1
ENSG00000136931	NR5A1	0	0
ENSG00000231149	AL354979.1	0	0
ENSG00000148200	NR6A1	13	14
ENSG00000224020	MIR181A2HG	5	97
ENSG00000236643	AL354928.1	0	0
ENSG00000185585	OLFML2A	3	1
ENSG00000136918	WDR38	0	0
ENSG00000136942	RPL35	21723	28316
ENSG00000136950	ARPC5L	3407	10613
ENSG00000136935	GOLGA1	307	519
ENSG00000173611	SCAI	475	714
ENSG00000119414	PPP6C	1795	3036
ENSG00000136933	RABEPK	345	588
ENSG00000044574	HSPA5	7905	14574
ENSG00000239705	AL354710.2	2	3
ENSG00000165219	GAPVD1	1070	1652
ENSG00000119487	MAPKAP1	1016	1676
ENSG00000227068	AL162584.1	0	0
ENSG00000167081	PBX3	393	472
ENSG00000232413	AL589923.1	0	0
ENSG00000228392	AL162391.1	0	0
ENSG00000196814	MVB12B	175	850
ENSG00000233721	AL356309.2	0	1
ENSG00000226078	AL356309.1	0	0
ENSG00000224842	AL161908.1	0	0
ENSG00000136944	LMX1B	0	1
ENSG00000169155	ZBTB43	1496	2867
ENSG00000177125	ZBTB34	43	138
ENSG00000136828	RALGPS1	167	395
ENSG00000136859	ANGPTL2	0	1
ENSG00000228487	AL450263.1	0	0
ENSG00000136895	GARNL3	5	15
ENSG00000136856	SLC2A8	63	456
ENSG00000196152	ZNF79	30	74
ENSG00000197958	RPL12	27375	34354
ENSG00000148356	LRSAM1	165	288
ENSG00000136830	FAM129B	120	116
ENSG00000136854	STXBP1	115	34
ENSG00000279571	AL162426.1	48	76
ENSG00000187024	PTRH1	419	1264
ENSG00000160401	CFAP157	3	13
ENSG00000167094	TTC16	230	1628
ENSG00000160404	TOR2A	442	1560
ENSG00000095370	SH2D3C	184	594
ENSG00000136807	CDK9	1087	1911
ENSG00000136877	FPGS	568	1132
ENSG00000106991	ENG	174	479
ENSG00000225032	AL162586.1	20	24
ENSG00000106992	AK1	194	321
ENSG00000257524	AL157935.2	5	10
ENSG00000160408	ST6GALNAC6	233	497
ENSG00000136840	ST6GALNAC4	328	510
ENSG00000167103	PIP5KL1	27	29
ENSG00000227218	AL157935.1	57	23
ENSG00000136908	DPM2	734	1830
ENSG00000167106	FAM102A	2547	1475
ENSG00000230848	AL360268.2	1	0
ENSG00000171169	NAIF1	223	372
ENSG00000148339	SLC25A25	188	469
ENSG00000230536	AL360268.1	1	2
ENSG00000234771	SLC25A25-AS1	213	200
ENSG00000148334	PTGES2	836	1781
ENSG00000232850	AL590708.1	12	17
ENSG00000148346	LCN2	123	112
ENSG00000171159	C9orf16	6299	10154
ENSG00000148337	CIZ1	1096	1816
ENSG00000106976	DNM1	16	31
ENSG00000167110	GOLGA2	688	1479
ENSG00000175854	SWI5	476	674
ENSG00000167112	TRUB2	438	645
ENSG00000272696	AL359091.4	18	17
ENSG00000167113	COQ4	939	1617
ENSG00000167114	SLC27A4	123	327
ENSG00000167118	URM1	1483	2623
ENSG00000272593	AL359091.3	0	0
ENSG00000207955	AL359091.1	2	0
ENSG00000167123	CERCAM	13	335
ENSG00000136811	ODF2	464	913
ENSG00000225951	ODF2-AS1	0	0
ENSG00000119392	GLE1	265	468
ENSG00000228395	AL356481.1	17	49
ENSG00000197694	SPTAN1	2612	3757
ENSG00000280758	AL356481.3	1	0
ENSG00000119333	WDR34	97	303
ENSG00000234705	HMGA1P4	57	83
ENSG00000119335	SET	7936	13163
ENSG00000160447	PKN3	15	103
ENSG00000160446	ZDHHC12	1141	2054
ENSG00000223478	AL441992.1	325	836
ENSG00000160445	ZER1	430	655
ENSG00000107021	TBC1D13	299	504
ENSG00000167136	ENDOG	422	875
ENSG00000198917	SPOUT1	489	902
ENSG00000171097	KYAT1	112	220
ENSG00000136802	LRRC8A	589	1311
ENSG00000175287	PHYHD1	20	33
ENSG00000251184	AL672142.1	0	0
ENSG00000175283	DOLK	130	174
ENSG00000095319	NUP188	360	602
ENSG00000267834	AL592211.1	11	21
ENSG00000148341	SH3GLB2	1687	2175
ENSG00000148343	MIGA2	423	674
ENSG00000167130	DOLPP1	97	203
ENSG00000095321	CRAT	216	346
ENSG00000234055	AL158151.2	0	0
ENSG00000119383	PTPA	435	927
ENSG00000268707	AL158151.4	2	5
ENSG00000188483	IER5L	630	1274
ENSG00000268050	AL158151.3	3	6
ENSG00000204055	AL158151.1	23	22
ENSG00000235007	AL161785.2	2	0
ENSG00000241084	AL161785.3	16	4
ENSG00000224307	AL161785.1	0	1
ENSG00000179082	C9orf106	8	14
ENSG00000268615	AL353803.5	0	0
ENSG00000233901	LINC01503	15	29
ENSG00000230676	AL353803.2	1	0
ENSG00000226355	AL353803.1	0	0
ENSG00000261334	AL353803.4	0	2
ENSG00000227619	AL391056.1	28	1
ENSG00000148335	NTMT1	1568	2294
ENSG00000179058	C9orf50	0	0
ENSG00000148331	ASB6	443	954
ENSG00000234789	AL590369.1	0	0
ENSG00000167157	PRRX2	0	2
ENSG00000236024	PRRX2-AS1	0	0
ENSG00000148344	PTGES	3	4
ENSG00000136816	TOR1B	217	538
ENSG00000136827	TOR1A	552	1583
ENSG00000136819	C9orf78	6546	10245
ENSG00000136878	USP20	470	553
ENSG00000187239	FNBP1	5210	8750
ENSG00000230684	AL158207.2	10	29
ENSG00000270755	AL136141.1	9	7
ENSG00000148358	GPR107	283	557
ENSG00000196979	AL360004.1	3	1
ENSG00000107130	NCS1	10	62
ENSG00000148357	HMCN2	4	6
ENSG00000130707	ASS1	0	0
ENSG00000107164	FUBP3	631	1029
ENSG00000130711	PRDM12	3	8
ENSG00000130713	EXOSC2	413	601
ENSG00000097007	ABL1	309	629
ENSG00000188710	QRFP	0	2
ENSG00000130720	FIBCD1	0	0
ENSG00000236658	AL161733.1	0	0
ENSG00000050555	LAMC3	8	2
ENSG00000126878	AIF1L	2	3
ENSG00000126883	NUP214	1037	1649
ENSG00000236986	AL157938.2	27	51
ENSG00000246851	AL157938.3	1038	1396
ENSG00000126882	FAM78A	657	1703
ENSG00000160539	PLPP7	1	3
ENSG00000130723	PRRC2B	1987	3025
ENSG00000176868	AL358781.1	46	31
ENSG00000130714	POMT1	595	718
ENSG00000230289	AL358781.2	20	15
ENSG00000130717	UCK1	471	932
ENSG00000283526	PRRT1B	0	0
ENSG00000107263	RAPGEF1	1370	3300
ENSG00000236687	AL160271.1	0	0
ENSG00000160563	MED27	770	1520
ENSG00000196358	NTNG2	135	525
ENSG00000107290	SETX	1511	2895
ENSG00000125482	TTF1	1435	1936
ENSG00000188523	CFAP77	0	0
ENSG00000125492	BARHL1	0	0
ENSG00000125485	DDX31	180	244
ENSG00000125484	GTF3C4	389	571
ENSG00000165695	AK8	2	2
ENSG00000165698	SPACA9	80	116
ENSG00000165699	TSC1	583	893
ENSG00000165702	GFI1B	71	78
ENSG00000148308	GTF3C5	933	1521
ENSG00000170835	CEL	3	11
ENSG00000160271	RALGDS	1324	2609
ENSG00000285245	AL162417.1	0	0
ENSG00000148288	GBGT1	24	27
ENSG00000171102	OBP2B	0	0
ENSG00000175164	ABO	298	73
ENSG00000148296	SURF6	580	823
ENSG00000148297	MED22	258	346
ENSG00000148303	RPL7A	27569	36641
ENSG00000148290	SURF1	2401	3389
ENSG00000148291	SURF2	1253	1946
ENSG00000148248	SURF4	2645	5178
ENSG00000198870	STKLD1	15	11
ENSG00000148300	REXO4	1096	1474
ENSG00000160323	ADAMTS13	13	20
ENSG00000160325	CACFD1	25	30
ENSG00000160326	SLC2A6	160	510
ENSG00000187616	MYMK	0	0
ENSG00000197859	ADAMTSL2	4	2
ENSG00000196990	FAM163B	0	0
ENSG00000261018	AC002101.1	0	0
ENSG00000123454	DBH	11	0
ENSG00000225756	DBH-AS1	18	2
ENSG00000123453	SARDH	83	10
ENSG00000160293	VAV2	29	53
ENSG00000235106	BRD3OS	173	263
ENSG00000169925	BRD3	792	1348
ENSG00000235138	AL445931.1	0	0
ENSG00000273249	BX649632.1	12	10
ENSG00000196363	WDR5	326	553
ENSG00000273473	BX649601.1	0	0
ENSG00000223729	LINC02247	0	0
ENSG00000186350	RXRA	371	883
ENSG00000223795	AL669970.1	0	0
ENSG00000228877	AL669970.3	0	0
ENSG00000227150	AL669970.2	0	0
ENSG00000130635	COL5A1	6	4
ENSG00000204011	COL5A1-AS1	0	0
ENSG00000160339	FCN2	0	0
ENSG00000085265	FCN1	906	1628
ENSG00000236403	AL353611.1	0	0
ENSG00000130558	OLFM1	7	14
ENSG00000227958	AL390778.1	0	0
ENSG00000233936	AL390778.2	0	0
ENSG00000178243	C9orf62	0	0
ENSG00000235572	AL353615.1	0	0
ENSG00000225361	PPP1R26-AS1	4	3
ENSG00000196422	PPP1R26	18	20
ENSG00000160345	C9orf116	18	35
ENSG00000122140	MRPS2	1182	1824
ENSG00000226706	AL161452.1	0	1
ENSG00000160349	LCN1	0	0
ENSG00000122136	OBP2A	0	0
ENSG00000122133	PAEP	0	0
ENSG00000237339	LINC01502	6	3
ENSG00000236543	AL354761.1	0	0
ENSG00000204007	GLT6D1	0	0
ENSG00000148386	LCN9	0	0
ENSG00000165643	SOHLH1	0	0
ENSG00000107147	KCNT1	4	42
ENSG00000130559	CAMSAP1	266	389
ENSG00000238058	AL355574.1	4	7
ENSG00000130560	UBAC1	1078	1784
ENSG00000148411	NACC2	267	641
ENSG00000260193	AL138781.1	13	30
ENSG00000238227	TMEM250	333	921
ENSG00000275329	AL138781.2	3	3
ENSG00000107187	LHX3	2	9
ENSG00000165661	QSOX2	238	266
ENSG00000260220	CCDC187	0	1
ENSG00000283769	CR392000.2	1	4
ENSG00000262075	AC174065.1	0	0
ENSG00000160360	GPSM1	29	22
ENSG00000213221	DNLZ	226	349
ENSG00000187796	CARD9	53	78
ENSG00000165684	SNAPC4	154	297
ENSG00000165689	ENTR1	824	1144
ENSG00000165688	PMPCA	1313	2119
ENSG00000148384	INPP5E	293	395
ENSG00000148396	SEC16A	658	1178
ENSG00000196366	C9orf163	4	9
ENSG00000148400	NOTCH1	325	730
ENSG00000227512	AL592301.1	3	0
ENSG00000237886	NALT1	11	32
ENSG00000279141	AL590226.2	1	19
ENSG00000228401	AL590226.1	0	0
ENSG00000172889	EGFL7	54	59
ENSG00000169692	AGPAT2	668	1385
ENSG00000165716	FAM69B	26	13
ENSG00000233016	SNHG7	5133	5458
ENSG00000187922	LCN10	0	0
ENSG00000204003	AL355987.1	0	0
ENSG00000267206	LCN6	0	0
ENSG00000204001	LCN8	2	1
ENSG00000177984	LCN15	2	0
ENSG00000244187	TMEM141	946	2094
ENSG00000272896	AL355987.3	0	0
ENSG00000213213	CCDC183	43	27
ENSG00000228544	CCDC183-AS1	2	6
ENSG00000196642	RABL6	1466	3455
ENSG00000232434	AJM1	43	378
ENSG00000054148	PHPT1	1930	4989
ENSG00000177943	MAMDC4	30	114
ENSG00000107223	EDF1	8912	13930
ENSG00000127191	TRAF2	350	635
ENSG00000159069	FBXW5	2261	5889
ENSG00000176919	C8G	21	160
ENSG00000184925	LCN12	15	62
ENSG00000198454	PRR31	0	7
ENSG00000107317	PTGDS	232	1301
ENSG00000284341	AL807752.7	0	0
ENSG00000214402	LCNL1	41	171
ENSG00000148362	PAXX	3991	10272
ENSG00000169583	CLIC3	372	6492
ENSG00000107331	ABCA2	389	1424
ENSG00000180539	C9orf139	38	276
ENSG00000180549	FUT7	223	131
ENSG00000279073	AL807752.6	0	0
ENSG00000107281	NPDC1	1352	2085
ENSG00000054179	ENTPD2	3	0
ENSG00000236394	AL807752.4	0	0
ENSG00000229257	AL807752.2	0	0
ENSG00000186193	SAPCD2	23	69
ENSG00000231864	AL807752.3	0	0
ENSG00000197355	UAP1L1	146	232
ENSG00000268996	MAN1B1-DT	302	306
ENSG00000177239	MAN1B1	825	1469
ENSG00000176978	DPP7	4841	7706
ENSG00000176884	GRIN1	0	0
ENSG00000184709	LRRC26	0	1
ENSG00000261793	AL929554.1	0	0
ENSG00000185863	TMEM210	0	0
ENSG00000176248	ANAPC2	286	498
ENSG00000176101	SSNA1	2671	5664
ENSG00000176058	TPRN	216	451
ENSG00000187713	TMEM203	1447	2417
ENSG00000188566	NDOR1	82	150
ENSG00000284976	BX255925.3	152	227
ENSG00000212864	RNF208	29	39
ENSG00000197191	CYSRT1	0	4
ENSG00000233198	RNF224	0	0
ENSG00000198569	SLC34A3	0	0
ENSG00000188229	TUBB4B	2671	5204
ENSG00000188163	FAM166A	0	0
ENSG00000275549	STPG3-AS1	7	5
ENSG00000197768	STPG3	0	0
ENSG00000188986	NELFB	918	1904
ENSG00000198113	TOR4A	67	148
ENSG00000198435	NRARP	16	11
ENSG00000187609	EXD3	269	365
ENSG00000188747	NOXA1	84	63
ENSG00000188833	ENTPD8	0	0
ENSG00000165802	NSMF	511	1450
ENSG00000130653	PNPLA7	69	127
ENSG00000182154	MRPL41	3312	6004
ENSG00000148399	DPH7	680	1142
ENSG00000165724	ZMYND19	210	453
ENSG00000197070	ARRDC1	1086	2119
ENSG00000203993	ARRDC1-AS1	360	608
ENSG00000181090	EHMT1	1394	2537
ENSG00000203987	AL772363.1	0	0
ENSG00000148408	CACNA1B	0	0
ENSG00000237419	AL954642.1	12	6
ENSG00000254468	AC069287.1	0	0
ENSG00000230724	LINC01001	135	152
ENSG00000255229	AC069287.3	0	0
ENSG00000177951	BET1L	764	1063
ENSG00000188076	SCGB1C1	9	5
ENSG00000177947	ODF3	0	2
ENSG00000254559	AC069287.2	13	16
ENSG00000177963	RIC8A	1129	2892
ENSG00000142082	SIRT3	160	224
ENSG00000185627	PSMD13	2191	4762
ENSG00000174885	NLRP6	4	1
ENSG00000255026	AC136475.3	147	32
ENSG00000142102	PGGHG	1465	1474
ENSG00000206013	IFITM5	0	0
ENSG00000185201	IFITM2	7999	19446
ENSG00000254910	AC136475.2	4	5
ENSG00000185885	IFITM1	7813	14053
ENSG00000251661	AC136475.1	410	453
ENSG00000142089	IFITM3	1169	2148
ENSG00000255089	AC136475.4	5	0
ENSG00000270105	AC136475.8	10	1
ENSG00000270030	AC136475.7	0	0
ENSG00000255328	AC136475.5	232	48
ENSG00000270972	AC136475.9	40	9
ENSG00000182272	B4GALNT4	5	20
ENSG00000184363	PKP3	5	16
ENSG00000185187	SIGIRR	3807	6835
ENSG00000185101	ANO9	705	429
ENSG00000174915	PTDSS2	221	401
ENSG00000255237	AC138230.1	34	35
ENSG00000023191	RNH1	3285	5540
ENSG00000254739	AC137894.1	0	1
ENSG00000174775	HRAS	703	1401
ENSG00000161328	LRRC56	49	40
ENSG00000185522	LMNTD2	131	87
ENSG00000254815	AP006284.1	78	70
ENSG00000099849	RASSF7	859	1268
ENSG00000247095	MIR210HG	11	20
ENSG00000070047	PHRF1	563	1052
ENSG00000185507	IRF7	931	2145
ENSG00000099834	CDHR5	2	4
ENSG00000070031	SCT	1	8
ENSG00000069696	DRD4	17	23
ENSG00000177030	DEAF1	844	967
ENSG00000255158	AC131934.1	7	5
ENSG00000177106	EPS8L2	459	698
ENSG00000177042	TMEM80	654	1073
ENSG00000269915	AP006621.4	0	0
ENSG00000177156	TALDO1	2916	5675
ENSG00000177225	GATD1	401	540
ENSG00000255284	AP006621.3	311	394
ENSG00000255142	AP006621.2	0	0
ENSG00000184524	CEND1	2	54
ENSG00000177542	SLC25A22	234	508
ENSG00000274897	PANO1	23	87
ENSG00000177595	PIDD1	419	621
ENSG00000177600	RPLP2	27847	35429
ENSG00000177666	PNPLA2	2099	3083
ENSG00000255108	AP006621.1	3	3
ENSG00000177685	CRACR2B	22	160
ENSG00000177697	CD151	780	1534
ENSG00000177700	POLR2L	4005	8041
ENSG00000214063	TSPAN4	116	223
ENSG00000250397	AP006623.1	52	43
ENSG00000177830	CHID1	808	1365
ENSG00000183020	AP2A2	653	1124
ENSG00000184956	MUC6	2	2
ENSG00000254872	AC139749.1	3	7
ENSG00000198788	MUC2	0	0
ENSG00000215182	MUC5AC	0	0
ENSG00000117983	MUC5B	0	0
ENSG00000255177	AC061979.1	0	0
ENSG00000078902	TOLLIP	752	1409
ENSG00000255153	TOLLIP-AS1	119	219
ENSG00000174672	BRSK2	5	13
ENSG00000182208	MOB2	1842	3641
ENSG00000184545	DUSP8	1659	2325
ENSG00000233930	KRTAP5-AS1	15	41
ENSG00000205869	KRTAP5-1	0	0
ENSG00000205867	KRTAP5-2	9	2
ENSG00000196224	KRTAP5-3	0	0
ENSG00000241598	KRTAP5-4	0	0
ENSG00000185940	KRTAP5-5	0	0
ENSG00000231487	AP006285.2	0	0
ENSG00000205866	FAM99A	0	0
ENSG00000205865	FAM99B	0	0
ENSG00000227306	AP006285.1	0	0
ENSG00000205864	KRTAP5-6	0	0
ENSG00000244242	IFITM10	5	14
ENSG00000250644	AC068580.4	2	6
ENSG00000117984	CTSD	3040	9671
ENSG00000235027	AC068580.3	0	1
ENSG00000230834	AC068580.2	0	0
ENSG00000149043	SYT8	0	0
ENSG00000130598	TNNI2	25	54
ENSG00000130592	LSP1	6706	14768
ENSG00000283787	PRR33	6	20
ENSG00000229671	LINC01150	0	0
ENSG00000130595	TNNT3	53	42
ENSG00000214026	MRPL23	1887	2554
ENSG00000226416	MRPL23-AS1	0	0
ENSG00000232987	LINC01219	2	7
ENSG00000284779	IGF2	0	0
ENSG00000167244	IGF2	0	0
ENSG00000129965	INS-IGF2	0	0
ENSG00000099869	IGF2-AS	0	0
ENSG00000254647	INS	0	0
ENSG00000180176	TH	0	0
ENSG00000183734	ASCL2	56	2024
ENSG00000110665	C11orf21	702	2049
ENSG00000064201	TSPAN32	924	2887
ENSG00000238184	CD81-AS1	7	7
ENSG00000110651	CD81	6273	17079
ENSG00000184281	TSSC4	1567	3042
ENSG00000070985	TRPM5	1	0
ENSG00000230483	AC124057.1	0	0
ENSG00000053918	KCNQ1	617	106
ENSG00000269821	KCNQ1OT1	763	978
ENSG00000229414	KCNQ1-AS1	0	0
ENSG00000237941	KCNQ1DN	0	0
ENSG00000129757	CDKN1C	125	290
ENSG00000254827	SLC22A18AS	3	8
ENSG00000110628	SLC22A18	259	492
ENSG00000181649	PHLDA2	80	68
ENSG00000205531	NAP1L4	4246	5374
ENSG00000183562	AC131971.1	4	3
ENSG00000110619	CARS	1105	1692
ENSG00000247473	CARS-AS1	4	2
ENSG00000021762	OSBPL5	57	947
ENSG00000234791	AC108448.1	0	0
ENSG00000182170	MRGPRG	0	0
ENSG00000236301	MRGPRG-AS1	0	0
ENSG00000224513	AC109309.1	0	0
ENSG00000184350	MRGPRE	0	0
ENSG00000254592	AC123788.1	0	0
ENSG00000005801	ZNF195	699	1214
ENSG00000254757	AC127526.1	0	0
ENSG00000167311	ART5	0	0
ENSG00000129744	ART1	0	0
ENSG00000129749	CHRNA10	16	24
ENSG00000110713	NUP98	1305	2123
ENSG00000148985	PGAP2	483	544
ENSG00000177105	RHOG	4798	7772
ENSG00000228661	AC090587.1	5	13
ENSG00000167323	STIM1	1097	2142
ENSG00000167325	RRM1	836	1190
ENSG00000255276	RRM1-AS1	2	3
ENSG00000254480	AC015689.1	0	0
ENSG00000284018	SSU72P5	0	0
ENSG00000284306	SSU72P2	0	0
ENSG00000283873	SSU72P4	0	0
ENSG00000284546	SSU72P3	0	0
ENSG00000284438	SSU72P7	0	0
ENSG00000221996	OR52B4	0	0
ENSG00000132109	TRIM21	374	854
ENSG00000181963	OR52K2	0	0
ENSG00000196778	OR52K1	0	0
ENSG00000197790	OR52M1	0	0
ENSG00000171987	C11orf40	0	0
ENSG00000226288	OR52I2	1	0
ENSG00000232268	OR52I1	21	41
ENSG00000167333	TRIM68	77	160
ENSG00000197428	OR51D1	0	0
ENSG00000180785	OR51E1	0	0
ENSG00000167332	OR51E2	0	0
ENSG00000167346	MMP26	0	0
ENSG00000280021	OR51F1	0	0
ENSG00000279270	OR52R1	0	0
ENSG00000176925	OR51F2	0	0
ENSG00000176922	OR51S1	0	0
ENSG00000176900	OR51T1	0	0
ENSG00000176895	OR51A7	0	0
ENSG00000176893	OR51G2	0	0
ENSG00000278870	OR51G1	0	0
ENSG00000205497	OR51A4	0	0
ENSG00000205496	OR51A2	0	0
ENSG00000176798	OR51L1	0	0
ENSG00000205495	OR52J3	0	0
ENSG00000176787	OR52E2	0	0
ENSG00000236897	AC113331.1	0	0
ENSG00000171944	OR52A5	0	0
ENSG00000182070	OR52A1	2	2
ENSG00000176742	OR51V1	0	0
ENSG00000224091	AC104389.1	0	0
ENSG00000244734	HBB	1984	4724
ENSG00000223609	HBD	89	152
ENSG00000260629	BGLT3	0	0
ENSG00000213934	HBG1	1	6
ENSG00000284931	AC104389.5	0	0
ENSG00000196565	HBG2	61	29
ENSG00000239920	AC104389.4	40	33
ENSG00000213931	HBE1	6	1
ENSG00000183251	OR51B4	0	0
ENSG00000167355	OR51B5	1	0
ENSG00000279012	OR51B2	0	0
ENSG00000176239	OR51B6	0	0
ENSG00000184698	OR51M1	17	32
ENSG00000167360	OR51Q1	0	0
ENSG00000167359	OR51I1	1	1
ENSG00000187918	OR51I2	0	0
ENSG00000181609	OR52D1	0	0
ENSG00000175520	UBQLN3	0	0
ENSG00000175518	UBQLNL	7	9
ENSG00000181616	OR52H1	1	4
ENSG00000187747	OR52B6	0	0
ENSG00000121236	TRIM6	0	3
ENSG00000258588	TRIM6-TRIM34	0	0
